37:1,2,8,5,5,1,1,8,5,7,9,2,5,8,3,3,9,2,7,9,4,5,7,6,9,2,3,8,8,3
38:4,1,4,1,7,7,9,6,8,8,8,8,3,3,3,5,5,1,7,1,6,4,9,9,7,1,7,9,6,4
39:3,1,6,8,3,4,3,5,7,8,3,8,9,1,6,7,5,3,7,1,3,1,4,1,7,7,6,6,5,9
40:4,8,5,3,7,6,4,5,3,3,9,7,6,5,6,7,1,4,6,3,1,3,6,5,9,8,6,7,9,2
41:2,3,4,3,6,4,3,8,6,9,5,4,4,7,6,2,3,3,4,7,4,9,3,5,5,9,3,2,8,7
42:3,2,5,9,5,5,7,6,8,9,8,7,6,5,2,9,1,9,2,3,4,6,7,2,4,4,5,7,5,3
43:5,8,7,6,3,7,2,2,8,9,2,8,6,1,9,7,4,7,5,9,4,5,2,5,7,7,9,2,6,4
44:8,7,6,1,5,7,2,2,2,5,6,5,6,3,2,9,2,5,9,3,4,5,4,2,7,6,8,9,4,3
45:4,7,6,5,5,6,6,3,7,3,5,1,1,6,3,3,6,1,5,3,7,1,5,9,7,6,4,8,5,3
46:1,8,7,1,9,5,2,3,2,6,5,6,7,4,4,4,7,4,3,3,7,7,9,6,3,5,3,6,1,9
47:5,8,7,3,7,9,1,7,1,4,8,6,6,8,5,9,3,2,4,8,4,8,4,4,8,9,8,2,6,6
48:1,6,7,2,5,6,1,7,9,7,9,3,6,2,3,3,2,9,7,1,7,5,5,5,3,8,6,4,5,7
49:8,6,8,5,5,6,9,7,4,9,1,3,2,6,4,1,8,2,7,2,6,8,6,6,7,3,6,2,8,2
50:1,9,7,3,3,1,1,4,4,7,7,7,2,5,7,3,1,2,5,2,1,3,3,2,8,7,9,6,9,9
51:6,2,2,7,4,1,8,5,8,3,8,3,7,6,5,1,8,9,3,6,7,6,6,9,4,3,9,7,5,7
52:9,5,1,5,2,3,5,4,4,5,6,6,8,1,1,7,5,1,6,3,5,5,2,6,5,6,6,8,7,3
53:5,8,2,4,3,3,1,8,1,8,7,2,6,9,9,1,2,9,6,1,3,7,1,2,6,7,7,8,4,2
54:1,9,7,9,5,1,4,2,1,7,3,2,9,1,7,9,3,9,5,6,2,3,7,3,7,5,6,4,3,4
55:6,2,8,7,5,2,3,7,9,3,1,3,1,8,6,4,2,6,5,8,3,9,2,3,4,6,3,1,1,7
56:7,7,5,8,7,9,2,8,4,8,5,5,7,9,1,2,8,1,2,9,6,5,3,5,4,9,8,8,5,7
57:5,2,9,2,9,1,9,7,7,5,9,7,3,4,1,4,3,7,4,3,4,6,7,3,7,8,4,1,4,1
58:9,8,1,6,5,4,7,1,3,8,8,5,4,2,5,4,9,4,1,7,9,6,8,3,5,9,7,3,5,8
59:9,5,1,5,2,3,5,4,4,5,6,6,8,1,1,7,5,1,6,4,5,5,2,6,5,6,6,8,7,3
60:4,1,5,1,4,8,9,7,4,4,5,3,7,3,3,3,1,7,6,6,4,8,1,8,7,1,3,6,6,2
61:7,4,9,3,6,1,1,2,2,9,1,3,5,4,1,8,7,5,5,8,2,4,3,6,7,9,4,8,2,8
62:3,7,2,6,5,7,9,9,5,4,9,6,6,3,8,9,3,4,1,7,9,1,8,1,6,3,8,2,2,8
63:6,2,2,5,4,9,9,7,6,8,7,8,8,6,5,4,1,8,2,9,4,6,5,4,8,5,3,3,7,7
64:8,6,7,1,1,1,3,5,1,7,8,7,9,3,9,5,7,3,5,2,6,8,8,3,8,1,6,5,2,4
65:6,1,5,5,2,7,4,2,7,3,9,3,3,2,7,4,8,9,5,6,2,9,8,6,2,6,7,7,5,9
66:3,5,1,1,5,3,4,7,5,8,3,4,3,4,7,6,3,6,9,5,1,7,9,2,7,8,4,2,1,2
67:4,2,4,3,2,2,3,3,6,2,5,7,6,7,6,7,7,6,2,9,3,2,5,9,8,7,3,5,8,5
68:9,8,5,9,9,7,8,9,6,8,5,3,2,7,3,8,3,7,1,7,7,5,8,9,8,2,8,7,5,1
69:8,6,9,4,1,8,5,9,5,1,4,5,4,4,9,1,1,7,8,6,5,5,7,2,5,5,3,5,1,1
70:4,9,5,7,3,6,8,4,8,8,7,1,1,6,7,6,6,4,6,7,1,6,7,9,9,8,4,2,1,3
71:3,5,6,6,5,4,4,3,2,5,1,3,6,4,9,8,1,8,8,6,3,5,4,3,8,8,6,2,2,9
72:6,3,3,8,4,1,4,5,3,3,2,9,5,7,7,4,1,4,3,2,9,1,3,8,5,9,9,8,3,7
73:2,8,5,3,9,8,4,3,8,1,4,2,4,3,9,9,9,2,5,7,2,2,9,4,5,1,7,1,9,5
74:4,4,6,7,3,7,9,4,2,1,7,1,8,1,9,5,5,8,6,2,9,9,4,2,2,1,5,1,1,1
75:3,2,4,6,8,5,7,5,3,2,7,2,4,2,2,5,2,8,7,1,7,7,5,6,3,4,2,8,6,1
76:1,9,9,9,9,9,2,5,5,6,4,2,3,9,7,6,2,1,8,1,8,9,2,2,4,8,8,3,6,9
77:8,8,1,8,4,5,5,2,8,6,1,5,3,2,5,3,6,5,3,6,2,8,1,6,8,7,1,2,2,5
78:4,9,5,7,1,3,4,4,2,4,3,3,9,1,8,7,7,8,6,7,8,7,7,8,3,6,4,6,4,1
79:9,2,5,3,9,4,7,1,7,1,9,2,7,7,2,8,8,1,4,4,6,4,8,1,9,7,7,8,3,8
80:6,3,3,6,7,9,8,9,4,2,5,1,4,6,1,8,3,6,3,6,6,1,3,8,1,5,3,1,7,7
81:4,9,5,7,1,3,4,4,2,4,3,3,9,1,5,7,7,8,6,7,8,7,7,8,3,6,4,6,4,1
82:5,8,7,6,3,7,2,2,8,9,2,8,6,1,9,7,4,7,5,9,4,5,2,5,7,7,9,2,6,4
83:3,4,9,9,2,6,4,5,4,9,4,9,5,9,4,4,3,8,1,9,2,4,1,4,7,2,3,9,5,4
84:3,5,8,3,7,3,1,1,8,3,3,9,7,1,8,2,1,3,6,9,5,6,4,8,2,4,3,8,5,5
85:9,2,9,9,5,9,6,2,2,6,3,3,9,2,7,4,9,1,9,9,8,2,4,3,9,3,4,7,7,5
86:6,3,7,5,2,1,8,4,5,1,6,8,3,7,8,7,6,4,5,7,1,7,1,9,9,4,9,8,1,9
87:9,9,9,5,3,7,3,7,8,7,7,2,8,4,6,4,3,3,6,8,5,2,3,7,5,3,1,1,3,6
88:6,8,9,2,2,9,3,3,7,6,5,9,6,3,1,9,5,2,2,9,4,9,3,6,4,7,1,9,9,6
89:7,2,4,3,4,6,7,8,8,8,5,8,2,5,1,5,7,1,7,9,3,7,4,2,7,8,5,5,3,4
90:3,5,4,7,7,9,6,3,9,4,8,1,5,6,8,8,2,5,6,3,8,7,7,4,4,4,9,4,5,7
91:4,5,2,4,5,1,1,7,5,2,2,2,9,4,4,4,5,7,2,2,8,2,6,9,2,7,9,6,2,9
92:4,4,5,3,7,7,3,7,1,5,5,2,2,4,9,2,4,1,6,7,6,3,5,5,1,5,3,6,9,8
93:5,2,4,5,6,8,3,1,8,3,9,4,9,1,8,4,8,6,9,5,5,5,8,9,3,7,7,2,3,1
94:6,7,4,1,8,9,5,8,8,2,5,4,6,1,6,2,1,8,5,9,5,8,3,2,4,7,8,8,1,9
95:9,9,9,5,3,7,3,7,8,7,7,2,8,4,6,4,3,3,6,8,5,2,3,7,5,3,1,1,3,6
96:6,5,1,4,1,1,7,1,5,3,5,7,2,4,2,9,7,6,3,8,6,9,3,8,9,8,7,5,5,2
97:3,7,5,4,6,6,2,1,8,3,5,9,6,9,1,7,7,2,2,2,9,2,7,7,5,7,2,2,6,4
98:2,7,8,5,6,3,4,4,5,8,2,6,2,2,8,2,8,9,5,1,7,7,6,3,4,7,8,3,3,4
99:1,1,4,3,6,2,3,4,7,8,3,3,6,7,4,1,9,1,8,7,8,7,3,9,9,2,8,8,1,1
100:6,8,2,8,1,3,3,5,2,6,5,3,8,3,9,6,8,8,8,8,7,1,8,9,4,4,3,2,5,4
101:7,8,2,3,9,8,3,7,4,1,8,5,2,5,6,1,5,2,7,1,6,8,2,3,3,7,2,7,6,7
102:4,9,5,7,1,3,4,4,2,4,3,3,9,1,5,7,7,8,6,7,8,7,7,8,3,6,4,6,4,4
103:4,9,7,9,1,4,8,2,7,8,6,3,7,2,9,5,9,7,4,7,7,1,2,9,9,8,4,1,4,5
104:7,9,4,6,4,6,5,7,6,7,9,8,6,3,4,3,6,6,9,3,8,1,6,7,5,9,6,7,3,4
105:5,9,7,1,5,6,8,7,2,1,2,1,4,3,6,3,1,7,9,5,9,1,2,1,6,4,8,2,1,2
106:4,5,9,3,5,1,3,6,2,4,8,6,5,3,5,9,8,4,7,9,9,4,6,7,9,4,6,6,5,7
107:5,4,9,5,1,9,6,8,3,9,2,8,1,9,5,7,6,3,3,7,2,4,9,9,4,6,5,5,2,1
108:6,3,3,6,7,9,6,9,4,2,5,1,4,6,1,8,3,6,3,6,6,1,3,8,1,5,3,1,7,7
109:2,1,3,3,6,3,1,2,5,1,9,7,8,6,6,1,6,1,8,2,1,5,3,2,5,9,9,5,5,7
110:2,8,5,4,4,4,9,9,7,5,9,2,7,8,4,8,7,5,1,8,5,6,8,4,3,8,3,4,3,6
111:2,4,1,4,3,4,3,1,7,3,2,9,7,3,8,3,2,5,3,8,2,9,9,7,7,7,3,5,1,9
112:8,6,1,3,2,8,3,5,7,9,9,6,6,3,2,8,6,1,3,2,7,3,7,8,5,6,4,8,2,4
113:3,9,7,7,8,8,7,8,3,6,2,7,6,3,3,1,2,3,2,3,1,8,6,1,3,7,7,2,7,6
114:4,7,5,8,9,1,4,4,8,9,5,1,4,1,5,3,5,8,4,2,5,2,1,3,7,2,8,5,4,4
115:9,2,4,3,6,1,2,7,3,1,2,1,5,9,6,2,2,3,1,4,3,8,6,6,5,9,6,3,7,6
116:6,4,9,7,9,4,4,2,6,3,8,1,9,5,9,9,3,2,5,8,8,2,6,4,6,2,4,1,2,3
117:7,2,9,6,1,8,9,8,3,9,5,5,3,9,6,3,5,6,1,2,9,2,4,7,7,7,7,9,3,1
118:6,3,1,6,5,2,4,1,3,4,4,8,6,3,5,7,7,6,1,1,6,4,9,2,9,1,3,5,5,2
119:8,6,8,5,2,6,9,7,4,9,1,3,2,6,4,1,8,2,7,2,6,8,6,6,7,3,6,2,8,2
120:2,4,1,4,3,4,3,1,1,3,2,9,7,3,8,3,2,5,3,8,2,9,9,7,7,7,3,5,1,9
121:4,6,5,1,2,8,9,3,4,9,7,6,5,2,1,9,6,9,7,8,8,3,5,3,5,3,4,3,7,3
122:2,8,3,1,7,8,6,4,5,2,3,8,1,7,4,8,2,2,8,9,2,8,9,3,8,9,8,5,9,1
123:7,8,5,2,4,9,5,3,4,3,1,5,8,9,2,5,2,9,4,1,5,1,6,8,8,6,1,9,1,8
124:8,3,8,7,9,8,4,2,4,6,6,8,9,8,7,7,8,2,6,5,9,6,1,8,9,2,7,5,7,9
125:5,8,8,6,3,7,5,7,6,8,6,1,8,9,6,7,9,9,1,6,3,2,5,2,4,9,9,5,5,9
126:6,3,3,6,7,9,6,9,4,2,5,1,4,6,1,8,3,6,3,6,6,1,3,8,1,5,3,1,7,3
127:1,1,4,6,6,4,3,4,1,5,7,2,9,4,4,2,1,4,2,3,2,5,9,9,1,7,5,7,8,5
128:8,3,6,4,3,1,1,8,1,6,7,7,2,6,6,3,7,2,4,3,5,1,6,8,9,7,1,3,3,5
129:5,9,8,3,4,2,2,8,5,1,7,4,6,2,2,5,4,5,8,6,7,3,2,1,9,9,1,4,7,2
130:8,6,8,5,5,6,9,7,4,9,1,3,2,6,4,1,8,2,7,2,6,8,6,6,7,3,6,2,8,8
131:7,6,5,9,4,7,8,6,3,8,4,9,1,4,8,3,3,2,3,6,8,9,9,1,5,7,1,3,6,8
132:4,3,2,5,9,9,7,2,9,6,4,9,4,1,2,6,4,1,8,1,8,4,9,4,6,8,6,4,7,2
133:6,1,2,1,8,5,8,4,8,9,9,4,2,7,9,5,2,4,5,7,4,5,5,3,2,6,2,1,5,8
134:1,4,5,4,1,9,8,5,4,6,7,2,9,7,6,7,8,6,5,5,9,9,3,6,9,6,2,3,2,4
135:6,6,4,7,7,6,3,8,5,2,5,1,8,1,3,8,1,1,7,6,3,3,3,9,9,2,2,6,5,5
136:1,6,3,3,4,6,6,8,2,2,4,1,1,3,1,4,3,9,9,1,6,2,5,2,7,4,5,9,7,7
137:8,5,7,5,9,4,6,5,5,4,9,7,9,6,8,7,9,6,4,1,5,3,9,1,1,8,8,6,9,3
138:8,6,7,1,1,1,3,5,1,7,8,7,9,3,9,5,7,3,5,2,6,8,8,3,8,1,5,5,2,1
139:3,3,5,4,8,1,2,1,6,9,1,8,5,8,5,4,9,8,7,4,2,5,8,7,2,8,6,8,7,3
140:1,7,2,9,4,2,7,4,2,7,3,4,6,3,7,9,4,7,7,2,5,7,8,9,6,6,7,6,3,5
141:8,6,6,3,2,8,3,5,7,9,9,6,6,3,2,8,6,1,3,2,7,3,7,8,5,6,4,8,2,9
142:1,7,3,1,8,9,3,3,4,5,3,1,6,4,1,5,1,8,7,7,7,5,3,2,2,2,4,6,3,5
143:7,8,6,8,7,3,6,8,5,2,9,7,4,7,3,5,1,6,5,4,8,8,6,6,7,3,7,8,9,1
144:1,7,3,1,8,9,3,3,8,5,3,1,6,4,1,5,1,8,7,7,7,5,3,2,2,2,4,6,3,5
145:3,5,1,1,5,3,4,7,5,8,3,4,3,4,7,6,3,6,9,5,1,7,9,2,7,8,4,2,1,9
146:9,9,9,5,1,7,3,7,8,7,7,2,8,4,6,4,3,3,6,8,5,2,3,7,5,3,1,1,3,6
147:4,3,2,5,9,9,7,2,9,6,4,9,4,1,2,6,4,1,8,1,8,4,9,4,6,8,6,4,7,6
148:8,1,7,9,2,3,3,5,9,8,4,6,7,4,6,4,4,8,5,2,2,3,6,4,9,7,5,9,3,1
149:2,7,6,6,7,4,3,3,7,2,6,8,2,3,6,4,5,3,4,6,2,7,5,6,8,9,1,6,8,2
150:4,2,5,7,5,2,1,1,1,1,6,3,5,7,7,2,6,2,1,5,2,6,1,5,4,2,7,4,7,1
151:7,7,8,6,7,6,5,5,1,5,9,9,3,7,9,6,7,3,5,7,3,1,6,2,9,8,5,2,9,8
152:6,8,5,2,2,2,8,2,8,9,3,6,3,7,3,9,2,4,3,7,3,5,8,2,2,3,6,1,6,8
153:7,3,5,7,5,4,3,4,3,9,5,7,2,6,3,1,1,9,2,7,5,3,7,4,5,9,2,1,7,9
154:4,9,8,9,1,4,8,2,7,8,6,3,7,2,9,5,9,7,4,7,7,1,2,9,9,8,4,1,4,5
155:2,2,9,5,5,3,8,5,4,1,7,4,3,7,2,8,7,1,4,3,3,5,2,9,8,2,4,1,3,9
156:9,2,4,3,6,6,2,7,3,1,2,1,5,9,6,2,2,3,1,4,3,8,6,6,5,9,6,3,7,2
157:3,4,1,8,8,8,9,5,4,9,5,1,6,2,2,7,8,4,1,8,2,2,6,1,1,6,9,7,3,6
158:9,7,3,6,6,9,4,1,7,7,3,7,8,8,1,3,3,4,8,6,6,6,6,7,2,9,6,1,4,1
159:2,9,4,2,3,6,9,1,9,4,8,7,3,4,4,5,3,3,5,2,4,5,8,3,6,1,3,2,8,6
160:3,8,4,4,1,5,7,7,5,2,6,9,5,9,1,2,5,6,4,4,1,6,9,5,7,8,7,5,9,6
161:9,6,6,3,2,1,6,2,8,4,3,2,8,4,3,2,7,3,2,7,8,2,8,6,8,8,1,6,4,7
162:9,5,4,3,3,3,5,4,9,4,5,8,1,4,9,9,5,4,8,7,1,4,8,6,7,6,8,4,5,4
163:3,2,7,8,9,2,7,8,9,3,6,4,9,8,6,9,9,9,4,6,9,6,2,1,7,2,7,5,1,2
164:1,9,7,7,4,6,3,4,5,4,9,1,9,9,5,2,2,4,9,9,4,1,1,6,2,4,7,6,2,4
165:1,1,4,6,6,4,3,4,1,5,7,2,9,4,4,2,1,4,2,3,2,5,9,9,1,9,5,7,8,5
166:8,6,2,4,1,8,5,9,5,1,4,5,4,4,9,1,1,7,8,6,5,5,7,2,5,5,3,5,1,1
167:8,7,8,3,7,4,4,4,5,6,2,2,8,6,6,9,5,4,4,9,8,3,9,8,7,7,4,8,8,2
168:4,3,7,2,3,7,9,5,2,8,7,4,7,9,6,4,5,1,2,6,6,6,6,8,7,2,6,4,8,3
169:7,8,6,8,7,3,6,8,5,2,9,7,4,7,3,5,1,6,5,4,8,8,6,6,7,3,7,8,4,9
170:5,2,9,2,9,1,9,7,7,5,9,7,3,4,1,4,3,7,4,3,4,6,7,3,7,8,4,1,4,2
171:4,8,5,6,9,8,3,7,1,8,2,7,4,3,4,1,2,8,1,5,5,4,2,9,9,9,5,2,4,2
172:7,2,4,3,4,6,7,8,8,8,5,8,2,5,1,5,7,1,7,9,3,7,4,2,7,8,5,5,3,6
173:8,5,4,1,8,8,9,1,3,3,6,3,7,3,4,6,4,2,7,3,7,9,8,7,2,2,5,5,7,7
174:9,5,7,1,3,4,7,9,8,4,2,6,2,2,5,3,3,3,9,1,5,6,4,8,3,8,8,9,7,6
175:6,8,7,3,6,6,3,6,8,4,6,7,3,4,5,5,3,6,3,9,9,2,4,2,1,6,8,4,2,8
176:7,7,4,7,2,8,9,9,7,3,9,2,6,1,8,2,2,1,4,5,7,9,5,8,9,6,6,1,9,4
177:1,8,4,5,9,9,8,9,8,6,3,1,7,1,6,6,5,7,7,8,7,4,6,5,8,1,2,9,2,5
178:3,5,6,6,5,4,4,3,2,5,1,3,6,4,9,8,1,8,8,6,3,5,4,3,8,8,6,2,2,9
179:1,6,1,7,3,8,7,4,8,6,2,7,6,3,2,1,1,5,4,5,8,1,6,9,3,4,1,2,2,6
180:8,4,8,3,4,2,7,9,8,9,6,8,6,5,7,8,4,4,5,1,6,8,6,2,7,4,3,2,7,3
181:1,1,4,3,6,2,3,4,7,8,3,3,6,7,4,1,9,1,8,7,8,7,3,9,9,2,8,8,1,7
182:5,8,7,8,2,1,2,8,9,2,5,7,1,6,2,2,1,1,4,6,9,1,4,5,1,5,4,3,9,7
183:5,2,5,3,4,4,3,4,2,3,6,9,2,6,8,7,8,7,1,4,4,1,1,6,6,6,7,3,8,9
184:7,3,5,7,5,4,3,4,3,9,5,7,2,6,3,1,1,9,2,7,5,3,7,4,5,9,2,1,7,3
185:7,8,2,3,9,8,3,7,4,1,8,5,2,5,6,1,5,2,7,1,6,8,2,3,3,7,2,7,6,1
186:5,7,6,1,4,1,3,2,2,1,8,5,8,7,2,5,4,6,6,6,8,7,1,1,2,5,3,2,3,2
187:8,2,5,4,4,4,9,2,5,2,5,5,8,1,7,8,8,9,6,6,7,6,4,7,1,2,2,9,4,7
188:9,5,1,9,2,5,5,2,8,6,6,1,6,5,3,1,8,9,4,9,5,8,6,1,7,5,6,8,5,6
189:4,9,1,5,4,1,9,1,5,1,2,6,4,5,3,1,3,6,2,4,2,4,6,3,5,8,5,5,4,1
190:5,9,6,3,6,1,9,8,2,5,1,7,7,3,9,7,2,1,8,6,6,9,9,9,4,2,7,5,8,2
191:2,6,8,3,3,8,3,5,1,9,4,6,8,7,8,6,2,6,7,2,2,6,6,5,9,3,5,9,7,5
192:7,2,4,3,4,6,7,8,8,8,5,8,2,4,1,5,7,1,7,9,3,7,4,2,7,8,5,5,3,6
193:1,4,7,9,2,2,2,1,5,9,4,5,5,6,8,8,7,7,7,4,5,7,7,3,2,6,8,3,8,6
194:1,3,3,2,9,3,7,5,9,9,7,2,3,1,7,5,6,6,8,9,7,2,5,8,4,5,6,5,6,7
195:4,6,8,3,2,1,7,8,6,8,7,8,6,8,4,9,6,8,6,9,3,6,6,5,8,2,7,4,4,2
196:2,3,5,4,8,4,3,5,3,5,5,7,5,6,7,9,2,4,5,6,5,5,7,7,9,5,5,1,7,9
197:3,5,7,9,5,1,2,1,7,2,3,3,3,5,7,9,9,6,4,4,3,1,2,1,8,9,7,3,5,4
198:4,3,2,5,9,9,7,2,9,6,4,9,4,1,2,6,4,1,8,1,8,4,9,4,6,8,7,4,7,2
199:5,1,6,9,8,4,4,2,3,5,1,9,4,7,3,9,5,5,5,2,9,6,5,7,5,3,5,2,9,2
200:2,9,4,8,3,7,6,4,1,2,5,8,6,1,9,1,7,2,5,5,9,4,3,4,8,4,4,2,7,7
201:1,3,5,3,2,9,7,4,8,6,6,8,5,2,5,3,5,3,6,5,5,1,4,3,4,2,6,6,4,2
202:1,3,5,3,2,9,7,4,8,6,6,8,5,2,5,3,5,3,6,5,5,1,4,3,4,2,6,6,4,9
203:6,4,7,1,4,3,4,5,4,8,6,9,9,4,7,9,7,8,7,3,9,9,3,1,1,9,5,4,1,8
204:4,1,4,1,7,7,9,6,8,8,8,8,3,3,3,5,5,1,7,1,6,4,9,9,7,2,7,9,6,2
205:4,3,7,2,3,7,9,5,2,8,7,4,7,9,6,4,5,1,2,6,6,6,6,8,7,2,6,4,8,2
206:7,8,3,1,1,9,6,6,8,6,8,3,4,2,2,7,1,1,1,9,8,8,2,1,9,9,2,5,2,9
207:7,8,8,4,6,6,2,2,1,9,5,7,2,6,7,3,2,1,5,6,8,7,5,1,5,5,8,9,7,3
208:4,9,7,5,4,1,9,1,5,1,2,6,4,5,3,1,3,6,2,4,2,4,6,3,5,8,5,5,4,4
209:9,9,7,7,8,2,6,3,5,5,6,3,5,2,4,8,3,3,1,5,1,9,5,4,3,1,2,3,8,7
210:2,5,4,1,7,1,9,5,2,6,4,1,5,4,8,4,7,5,8,2,2,2,3,3,7,8,2,6,1,9
211:7,9,2,8,7,1,5,8,7,6,1,4,2,5,8,8,1,8,7,7,3,6,3,6,2,3,5,2,5,1
212:7,7,4,7,2,8,9,9,7,3,9,2,6,2,8,2,2,1,4,5,7,9,5,8,9,6,6,1,9,1
213:5,3,8,5,7,7,2,3,6,8,3,5,3,1,7,4,9,3,1,1,2,3,4,4,3,9,2,7,5,7
214:1,3,5,3,2,9,7,4,8,6,6,8,5,2,5,3,5,3,6,5,5,1,4,3,4,2,6,6,4,2
215:1,3,4,4,9,4,3,7,4,4,5,3,1,1,1,2,1,6,5,5,5,4,3,1,2,4,7,2,9,1
216:2,9,1,5,4,8,6,1,2,4,9,6,9,3,4,5,8,1,3,1,3,6,1,3,8,7,5,8,3,5
217:7,1,9,8,5,3,7,3,7,6,7,1,7,4,7,6,1,5,4,8,9,4,6,2,8,4,1,7,1,9
218:6,5,8,8,3,2,5,2,7,4,3,5,7,8,5,7,4,6,5,9,9,5,8,7,3,8,1,6,6,2
219:2,2,8,8,8,2,9,3,6,1,9,6,6,9,6,9,5,8,3,3,6,2,9,9,4,9,7,2,9,3
220:6,5,1,4,1,1,7,1,5,3,5,7,2,4,2,9,7,6,3,8,6,9,3,8,9,8,7,5,5,2
221:1,8,3,2,7,9,3,2,9,1,1,5,8,8,2,5,5,3,7,9,7,9,8,4,5,4,1,9,5,7
222:7,8,7,1,9,5,2,3,2,6,5,6,7,4,4,4,7,4,3,3,7,7,9,6,3,5,3,6,1,4
223:5,4,9,5,1,9,6,8,3,9,2,8,1,9,5,7,6,3,3,7,2,4,9,9,4,6,5,5,2,8
224:9,9,7,7,8,2,6,3,5,5,6,3,5,2,4,8,3,3,1,5,1,9,5,4,2,1,2,3,8,7
225:7,2,6,7,6,4,3,1,6,2,6,7,1,6,2,8,8,5,6,3,7,3,2,1,8,8,5,5,3,3
